web-scraper-order,web-scraper-start-url,data001,data001-href,Nom,Prix,Adresse,Image-src
"1739057459-647","https://sn.coinafrique.com/categorie/chiens?page=2","Caniche","https://sn.coinafrique.com/annonce/chiens/caniche-4634226","Caniche","200 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4634226_uploaded_image1_1710001956.jpg"
"1739057461-648","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Berger Allemand mâle","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-male-4636694","Chiot Berger Allemand mâle","180 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4884833_uploaded_image1_1723151589.jpg"
"1739057464-649","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots Golden Retriever","https://sn.coinafrique.com/annonce/chiens/chiots-golden-retriever-4652247","Chiots Golden Retriever","650 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4853861_uploaded_image1_1721576301.jpg"
"1739057466-650","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Berger Allemand","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4653887","Chiot Berger Allemand","Prix sur demande","Pikine, Sénégal","https://images.coinafrique.com/thumb_4653887_uploaded_image1_1711074324.jpg"
"1739057468-651","https://sn.coinafrique.com/categorie/chiens?page=2","Chien Berger allemand","https://sn.coinafrique.com/annonce/chiens/chien-berger-allemand-4657472","Chien Berger allemand","175 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4970950_uploaded_image1_1727800187.jpg"
"1739057471-652","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Berger Allemand","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4659440","Chiot Berger Allemand","160 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5131922_uploaded_image1_1736729395.jpg"
"1739057474-653","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Berger Allemand","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4660990","Chiot Berger Allemand","250 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5131922_uploaded_image1_1736729395.jpg"
"1739057477-654","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Boerbull","https://sn.coinafrique.com/annonce/chiens/chiot-boerbull-4664447","Chiot Boerbull","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4664453_uploaded_image1_1711641058.jpg"
"1739057480-655","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Boerbull","https://sn.coinafrique.com/annonce/chiens/chiot-boerbull-4664453","Chiot Boerbull","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4664453_uploaded_image1_1711641058.jpg"
"1739057483-656","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Malinois","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-4667946","Chiot Malinois","250 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4969271_uploaded_image1_1727731274.jpg"
"1739057485-657","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Berger Allemand","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4670652","Chiot Berger Allemand","150 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5016564_uploaded_image1_1730217865.jpg"
"1739057488-658","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots Bichons Maltais","https://sn.coinafrique.com/annonce/chiens/chiots-bichons-maltais-4672174","Chiots Bichons Maltais","100 000 CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_4672174_uploaded_image1_1712086423.jpg"
"1739057492-659","https://sn.coinafrique.com/categorie/chiens?page=2","Chien Berger Allemand","https://sn.coinafrique.com/annonce/chiens/chien-berger-allemand-4679501","Chien Berger Allemand","310 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4679501_uploaded_image1_1712415418.jpg"
"1739057496-660","https://sn.coinafrique.com/categorie/chiens?page=2","Malinois mal","https://sn.coinafrique.com/annonce/chiens/malinois-mal-4679677","Malinois mal","250 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4679677_uploaded_image1_1712423347.jpg"
"1739057499-661","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Ridgback","https://sn.coinafrique.com/annonce/chiens/chiot-ridgback-4680610","Chiot Ridgback","500 000 CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_4680610_uploaded_image1_1712497780.jpg"
"1739057501-662","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots Malinois","https://sn.coinafrique.com/annonce/chiens/chiots-malinois-4681737","Chiots Malinois","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4894008_uploaded_image1_1723642785.jpg"
"1739057504-663","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Bichon Maltais","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-4683644","Chiot Bichon Maltais","777 621 466 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5002622_uploaded_image1_1729418106.jpg"
"1739057507-664","https://sn.coinafrique.com/categorie/chiens?page=2","Chien Berger Belge Malinois","https://sn.coinafrique.com/annonce/chiens/chien-berger-belge-malinois-4687438","Chien Berger Belge Malinois","250 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4687438_uploaded_image1_1712878170.jpg"
"1739057509-665","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Berger Allemand","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4692204","Chiot Berger Allemand","200 000 CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_5114394_uploaded_image1_1735682024.jpg"
"1739057512-666","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Berger Allemand","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4692205","Chiot Berger Allemand","Prix sur demande","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_5114394_uploaded_image1_1735682024.jpg"
"1739057515-667","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Malinois","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-4695228","Chiot Malinois","779 638 883 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4807147_uploaded_image2_1719173692.jpeg"
"1739057518-668","https://sn.coinafrique.com/categorie/chiens?page=2","Femelle Apbt Brinze","https://sn.coinafrique.com/annonce/chiens/femelle-apbt-brinze-4711619","Femelle Apbt Brinze","250 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4711619_uploaded_image1_1714093089.jpg"
"1739057520-669","https://sn.coinafrique.com/categorie/chiens?page=2","Chien Berger Allemand","https://sn.coinafrique.com/annonce/chiens/chien-berger-allemand-4716925","Chien Berger Allemand","200 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4716925_uploaded_image1_1714422080.jpg"
"1739057523-670","https://sn.coinafrique.com/categorie/chiens?page=2","Berger Allemand Femelle","https://sn.coinafrique.com/annonce/chiens/berger-allemand-femelle-4717577","Berger Allemand Femelle","500 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5131922_uploaded_image1_1736729395.jpg"
"1739057525-671","https://sn.coinafrique.com/categorie/chiens?page=2","Rottweiler","https://sn.coinafrique.com/annonce/chiens/rottweiler-4727689","Rottweiler","300 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5004868_uploaded_image1_1729539442.jpg"
"1739057528-672","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Bichon","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-4739575","Chiot Bichon","150 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4739575_uploaded_image1_1715527231.jpg"
"1739057530-673","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots","https://sn.coinafrique.com/annonce/chiens/chiots-4740260","Chiots","20 000 CFA","Gorée, Dakar, Sénégal","https://images.coinafrique.com/thumb_4740260_uploaded_image1_1715562134.jpg"
"1739057533-674","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots","https://sn.coinafrique.com/annonce/chiens/chiots-4746939","Chiots","Prix sur demande","Thies, Sénégal","https://images.coinafrique.com/thumb_5151738_uploaded_image1_1737744308.jpg"
"1739057535-675","https://sn.coinafrique.com/categorie/chiens?page=2","Chien Husky","https://sn.coinafrique.com/annonce/chiens/chien-husky-4755258","Chien Husky","300 000 CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_4814513_uploaded_image1_1719531765.jpg"
"1739057537-676","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Malinois","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-4755803","Chiot Malinois","290 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4807147_uploaded_image2_1719173692.jpeg"
"1739057540-677","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots Berger XL","https://sn.coinafrique.com/annonce/chiens/chiots-berger-xl-4758802","Chiots Berger XL","250 000 CFA","Saly, Sénégal","https://images.coinafrique.com/thumb_4758802_uploaded_image1_1716485273.jpg"
"1739057543-678","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots Berger Allemand","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-4764005","Chiots Berger Allemand","400 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_4779635_uploaded_image1_1717531124.jpg"
"1739057545-679","https://sn.coinafrique.com/categorie/chiens?page=2","Berger allemand pure sang","https://sn.coinafrique.com/annonce/chiens/berger-allemand-pure-sang-4779635","Berger allemand pure sang","160 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_4779635_uploaded_image1_1717531124.jpg"
"1739057548-680","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot malinois femelle","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-femelle-4795597","Chiot malinois femelle","250 000 CFA","Saly, Sénégal","https://images.coinafrique.com/thumb_4795597_uploaded_image1_1718373916.jpg"
"1739057550-681","https://sn.coinafrique.com/categorie/chiens?page=2","Bichon Maltais","https://sn.coinafrique.com/annonce/chiens/bichon-maltais-4806292","Bichon Maltais","779 638 883 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5002622_uploaded_image1_1729418106.jpg"
"1739057553-682","https://sn.coinafrique.com/categorie/chiens?page=2","Chien Malinois","https://sn.coinafrique.com/annonce/chiens/chien-malinois-4806294","Chien Malinois","77 963 888 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5124976_uploaded_image1_1736338081.jpg"
"1739057555-683","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Malinois 4 mois","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-4-mois-4807147","Chiot Malinois 4 mois","275 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4807147_uploaded_image2_1719173692.jpeg"
"1739057558-684","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots dog canaries","https://sn.coinafrique.com/annonce/chiens/chiots-dog-canaries-4808208","Chiots dog canaries","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_5112459_uploaded_image1_1735553703.jpg"
"1739057560-685","https://sn.coinafrique.com/categorie/chiens?page=2","Bichon maltais","https://sn.coinafrique.com/annonce/chiens/bichon-maltais-4812592","Bichon maltais","145 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4812592_uploaded_image1_1719436345.jpg"
"1739057563-686","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Husky pur sang","https://sn.coinafrique.com/annonce/chiens/chiot-husky-pur-sang-4814513","Chiot Husky pur sang","250 000 CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_4814513_uploaded_image1_1719531765.jpg"
"1739057565-687","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots Berger Allemand","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-4817314","Chiots Berger Allemand","160 000 CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4875998_uploaded_image1_1722728517.jpg"
"1739057568-688","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots Malinois","https://sn.coinafrique.com/annonce/chiens/chiots-malinois-4828053","Chiots Malinois","300 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5151738_uploaded_image1_1737744308.jpg"
"1739057570-689","https://sn.coinafrique.com/categorie/chiens?page=2","Chiens de race","https://sn.coinafrique.com/annonce/chiens/chiens-de-race-4829728","Chiens de race","500 000 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_5158454_uploaded_image1_1738138116.jpg"
"1739057573-690","https://sn.coinafrique.com/categorie/chiens?page=2","Chiens de race","https://sn.coinafrique.com/annonce/chiens/chiens-de-race-4829755","Chiens de race","250 000 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_5158454_uploaded_image1_1738138116.jpg"
"1739057575-691","https://sn.coinafrique.com/categorie/chiens?page=2","Berger Allemand poil long","https://sn.coinafrique.com/annonce/chiens/berger-allemand-poil-long-4834152","Berger Allemand poil long","150 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4834152_uploaded_image1_1720526802.jpg"
"1739057578-692","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots Berger Allemand","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-4837526","Chiots Berger Allemand","350 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4837526_uploaded_image1_1720683729.jpg"
"1739057580-693","https://sn.coinafrique.com/categorie/chiens?page=2","Berger Allemand","https://sn.coinafrique.com/annonce/chiens/berger-allemand-4840125","Berger Allemand","150 000 CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4875998_uploaded_image1_1722728517.jpg"
"1739057583-694","https://sn.coinafrique.com/categorie/chiens?page=2","Chien Bichon","https://sn.coinafrique.com/annonce/chiens/chien-bichon-4844767","Chien Bichon","160 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_4844767_uploaded_image1_1721086997.jpg"
"1739057586-695","https://sn.coinafrique.com/categorie/chiens?page=2","Berger allemand","https://sn.coinafrique.com/annonce/chiens/berger-allemand-4845561","Berger allemand","150 000 CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_5173038_uploaded_image1_1738846508.jpg"
"1739057589-696","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots spitz nain","https://sn.coinafrique.com/annonce/chiens/chiots-spitz-nain-4845887","Chiots spitz nain","800 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4845887_uploaded_image1_1721141629.jpg"
"1739057591-697","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots Rottweiler","https://sn.coinafrique.com/annonce/chiens/chiots-rottweiler-4848898","Chiots Rottweiler","250 000 CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4848898_uploaded_image1_1721301203.jpg"
"1739057594-698","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Belgian Malinois charbonne","https://sn.coinafrique.com/annonce/chiens/chiot-belgian-malinois-charbonne-4850412","Chiot Belgian Malinois charbonne","250 000 CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4850412_uploaded_image1_1721376820.jpg"
"1739057596-699","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Cane Corso","https://sn.coinafrique.com/annonce/chiens/chiot-cane-corso-4851447","Chiot Cane Corso","Prix sur demande","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4851447_uploaded_image1_1721414706.jpg"
"1739057598-700","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Husky","https://sn.coinafrique.com/annonce/chiens/chiot-husky-4852383","Chiot Husky","200 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_4852383_uploaded_image1_1721477152.jpg"
"1739057601-701","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Chiwawa","https://sn.coinafrique.com/annonce/chiens/chiot-chiwawa-4853647","Chiot Chiwawa","550 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4853647_uploaded_image1_1721564020.jpg"
"1739057604-702","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots Golden retriever","https://sn.coinafrique.com/annonce/chiens/chiots-golden-retriever-4853861","Chiots Golden retriever","650 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4853861_uploaded_image1_1721576301.jpg"
"1739057606-703","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Dogo argentino","https://sn.coinafrique.com/annonce/chiens/chiot-dogo-argentino-4853893","Chiot Dogo argentino","Prix sur demande","Thies, Sénégal","https://images.coinafrique.com/thumb_4853893_uploaded_image1_1721578319.jpg"
"1739057608-704","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots berger allemand","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-4858734","Chiots berger allemand","150 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4888701_uploaded_image1_1723387152.jpg"
"1739057612-705","https://sn.coinafrique.com/categorie/chiens?page=2","Bichons maltin pure race","https://sn.coinafrique.com/annonce/chiens/bichons-maltin-pure-race-4865327","Bichons maltin pure race","250 000 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4865327_uploaded_image1_1722209598.jpg"
"1739057614-706","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Caniche","https://sn.coinafrique.com/annonce/chiens/chiot-caniche-4867390","Chiot Caniche","150 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4893046_uploaded_image1_1723590343.jpg"
"1739057617-707","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot berger malinois","https://sn.coinafrique.com/annonce/chiens/chiot-berger-malinois-4868594","Chiot berger malinois","150 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4868594_uploaded_image1_1722382090.jpg"
"1739057619-708","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Berger Allemand","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4875998","Chiot Berger Allemand","150 000 CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4875998_uploaded_image1_1722728517.jpg"
"1739057622-709","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Berger Allemand","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4884833","Chiot Berger Allemand","150 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5131922_uploaded_image1_1736729395.jpg"
"1739057624-710","https://sn.coinafrique.com/categorie/chiens?page=2","Golden Retriever","https://sn.coinafrique.com/annonce/chiens/golden-retriever-4885131","Golden Retriever","300 000 CFA","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_4885131_uploaded_image1_1723173005.jpg"
"1739057626-711","https://sn.coinafrique.com/categorie/chiens?page=2","Pitbull","https://sn.coinafrique.com/annonce/chiens/pitbull-4885134","Pitbull","135 000 CFA","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_4885134_uploaded_image1_1723173253.jpg"
"1739057629-712","https://sn.coinafrique.com/categorie/chiens?page=2","Berger Allemand","https://sn.coinafrique.com/annonce/chiens/berger-allemand-4885136","Berger Allemand","150 000 CFA","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_4885136_uploaded_image1_1723173479.jpg"
"1739057631-713","https://sn.coinafrique.com/categorie/chiens?page=2","Vente de chiots","https://sn.coinafrique.com/annonce/chiens/vente-de-chiots-4885713","Vente de chiots","130 000 CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4885713_uploaded_image1_1723206642.jpg"
"1739057634-714","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Berger Malinois","https://sn.coinafrique.com/annonce/chiens/chiot-berger-malinois-4887929","Chiot Berger Malinois","300 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_4997477_uploaded_image1_1729105958.jpg"
"1739057636-715","https://sn.coinafrique.com/categorie/chiens?page=2","Berger allemand","https://sn.coinafrique.com/annonce/chiens/berger-allemand-4888701","Berger allemand","150 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4888701_uploaded_image1_1723387152.jpg"
"1739057639-716","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Berger Allemand","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4892261","Chiot Berger Allemand","150 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5131922_uploaded_image1_1736729395.jpg"
"1739057641-717","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot femelle caniche","https://sn.coinafrique.com/annonce/chiens/chiot-femelle-caniche-4893046","Chiot femelle caniche","150 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4893046_uploaded_image1_1723590343.jpg"
"1739057647-718","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Husky","https://sn.coinafrique.com/annonce/chiens/chiot-husky-4893706","Chiot Husky","400 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4893706_uploaded_image1_1723634647.jpg"
"1739057650-719","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Berger Malinois","https://sn.coinafrique.com/annonce/chiens/chiot-berger-malinois-4894008","Chiot Berger Malinois","130 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4894008_uploaded_image1_1723642785.jpg"
"1739057652-720","https://sn.coinafrique.com/categorie/chiens?page=1","Boerboel","https://sn.coinafrique.com/annonce/chiens/boerboel-4894355","Boerboel","400 000 CFA","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_4894355_uploaded_image1_1723654678.jpg"
"1739057655-721","https://sn.coinafrique.com/categorie/chiens?page=1","Berger Malinois","https://sn.coinafrique.com/annonce/chiens/berger-malinois-4910751","Berger Malinois","200 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4910751_uploaded_image1_1724605148.jpg"
"1739057657-722","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Bichon","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-4912455","Chiot Bichon","160 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4934038_uploaded_image1_1725809065.jpg"
"1739057660-723","https://sn.coinafrique.com/categorie/chiens?page=1","Cane Corso de 4 mois","https://sn.coinafrique.com/annonce/chiens/cane-corso-de-4-mois-4919921","Cane Corso de 4 mois","450 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_4919921_uploaded_image1_1725115686.jpg"
"1739057662-724","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Rottweiler","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiler-4920593","Chiot Rottweiler","300 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4920593_uploaded_image1_1725147642.jpg"
"1739057665-725","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Rottweiler","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiler-4925778","Chiot Rottweiler","120 000 CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5161997_uploaded_image1_1738308372.jpg"
"1739057667-726","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot bichon Maltais","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-4934038","Chiot bichon Maltais","150 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4934038_uploaded_image1_1725809065.jpg"
"1739057670-727","https://sn.coinafrique.com/categorie/chiens?page=1","Lolou de pomeranien","https://sn.coinafrique.com/annonce/chiens/lolou-de-pomeranien-4934169","Lolou de pomeranien","700 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4934169_uploaded_image1_1725812855.jpg"
"1739057672-728","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Bichon","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-4935684","Chiot Bichon","180 000 CFA","Mamelles, Dakar, Sénégal","https://images.coinafrique.com/thumb_5133780_uploaded_image1_1736845188.jpg"
"1739057675-729","https://sn.coinafrique.com/categorie/chiens?page=1","Couple de chiot de race","https://sn.coinafrique.com/annonce/chiens/couple-de-chiot-de-race-4937044","Couple de chiot de race","75 000 CFA","Ngor, Dakar, Sénégal","https://images.coinafrique.com/thumb_4937044_uploaded_image1_1725971142.jpg"
"1739057677-730","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Berger Allemand","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4943304","Chiot Berger Allemand","100 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4943304_uploaded_image1_1726252041.jpg"
"1739057680-731","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot chihuahua","https://sn.coinafrique.com/annonce/chiens/chiot-chihuahua-4946002","Chiot chihuahua","390 000 CFA","Ngaparou, Sénégal","https://images.coinafrique.com/thumb_4946002_uploaded_image1_1726441968.jpg"
"1739057682-732","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots Pitbull","https://sn.coinafrique.com/annonce/chiens/chiots-pitbull-4951773","Chiots Pitbull","200 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4951773_uploaded_image1_1726751081.jpg"
"1739057685-733","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Boerboel","https://sn.coinafrique.com/annonce/chiens/chiot-boerboel-4951796","Chiot Boerboel","250 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4951796_uploaded_image1_1726751862.jpg"
"1739057687-734","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Bichon","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-4951836","Chiot Bichon","120 000 CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4951836_uploaded_image1_1726753152.jpg"
"1739057690-735","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Labrador","https://sn.coinafrique.com/annonce/chiens/chiot-labrador-4953869","Chiot Labrador","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5136517_uploaded_image1_1736959572.jpg"
"1739057692-736","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Bichon Maltais","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-4953991","Chiot Bichon Maltais","120 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5104979_uploaded_image2_1734994461.jpeg"
"1739057695-737","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Bichon Havanais","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-havanais-4955373","Chiot Bichon Havanais","80 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4955373_uploaded_image1_1726948506.jpg"
"1739057697-738","https://sn.coinafrique.com/categorie/chiens?page=1","chiot boerboel","https://sn.coinafrique.com/annonce/chiens/chiot-boerboel-4960771","chiot boerboel","500 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_4960771_uploaded_image1_1727238490.jpg"
"1739057700-739","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots croisé Boer et Root","https://sn.coinafrique.com/annonce/chiens/chiots-croise-boer-et-root-4919750","Chiots croisé Boer et Root","150 000 CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4919750_uploaded_image1_1725108338.jpg"
"1739057702-740","https://sn.coinafrique.com/categorie/chiens?page=1","berger malinois","https://sn.coinafrique.com/annonce/chiens/berger-malinois-4964122","berger malinois","300 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4964122_uploaded_image1_1727408710.jpg"
